season,start_yardline,BLOCKED_FG,"BLOCKED_FG,_DOWNS",BLOCKED_FG_DOWNS,BLOCKED_PUNT,"BLOCKED_PUNT,_DOWNS","BLOCKED_PUNT,_SAFETY",BLOCKED_PUNT_DOWNS,DOWNS,END_GAME,END_HALF,FIELD_GOAL,FUMBLE,"FUMBLE,_SAFETY",FUMBLE_SAFETY,INTERCEPTION,MISSED_FG,PUNT,SAFETY,TOUCHDOWN,UNKNOWN,SCORING
2001,80,0.0,0.0,0.0,0.0016129032258064516,0.0,0.0,0.0,0.03870967741935484,0.0,0.0,0.09032258064516129,0.054838709677419356,0.0,0.0016129032258064516,0.11290322580645161,0.01129032258064516,0.5370967741935484,0.0,0.15161290322580645,0.0,0.24193548387096775
2001,81,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.0847457627118644,0.01694915254237288,0.0,0.0,0.13559322033898305,0.01694915254237288,0.6016949152542372,0.0,0.11864406779661017,0.0,0.2033898305084746
2001,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.08888888888888889,0.06666666666666667,0.0,0.0,0.1111111111111111,0.022222222222222223,0.5333333333333333,0.0,0.15555555555555556,0.0,0.24444444444444446
2001,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.0,0.0989010989010989,0.054945054945054944,0.0,0.0,0.13186813186813187,0.06593406593406594,0.4945054945054945,0.0,0.14285714285714285,0.0,0.24175824175824173
2001,84,0.0,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.03296703296703297,0.0,0.0,0.06593406593406594,0.03296703296703297,0.0,0.0,0.07692307692307693,0.07692307692307693,0.5824175824175825,0.0,0.12087912087912088,0.0,0.18681318681318682
2001,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.05555555555555555,0.1,0.0,0.0,0.1,0.022222222222222223,0.6,0.011111111111111112,0.07777777777777778,0.0,0.13333333333333333
2001,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.1076923076923077,0.09230769230769231,0.0,0.0,0.06153846153846154,0.015384615384615385,0.6,0.0,0.1076923076923077,0.0,0.2153846153846154
2001,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1780821917808219,0.0821917808219178,0.0,0.0,0.1232876712328767,0.0547945205479452,0.4383561643835616,0.0,0.1232876712328767,0.0,0.3013698630136986
2001,88,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.07575757575757576,0.030303030303030304,0.0,0.0,0.12121212121212122,0.07575757575757576,0.5,0.0,0.13636363636363635,0.0,0.2121212121212121
2001,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04411764705882353,0.0,0.0,0.014705882352941176,0.04411764705882353,0.0,0.0,0.08823529411764706,0.04411764705882353,0.5882352941176471,0.0,0.17647058823529413,0.0,0.1911764705882353
2001,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078125,0.0,0.0,0.046875,0.046875,0.0,0.0,0.078125,0.0,0.640625,0.0,0.109375,0.0,0.15625
2001,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.01818181818181818,0.0,0.0,0.10909090909090909,0.05454545454545454,0.7090909090909091,0.0,0.07272727272727272,0.0,0.10909090909090909
2001,92,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.08571428571428572,0.02857142857142857,0.0,0.0,0.05714285714285714,0.02857142857142857,0.6857142857142857,0.0,0.08571428571428572,0.0,0.17142857142857143
2001,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,0.08333333333333333,0.027777777777777776,0.6944444444444444,0.0,0.1388888888888889,0.0,0.16666666666666669
2001,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10810810810810811,0.0,0.0,0.08108108108108109,0.05405405405405406,0.0,0.0,0.05405405405405406,0.0,0.5405405405405406,0.05405405405405406,0.10810810810810811,0.0,0.1891891891891892
2001,95,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.047619047619047616,0.09523809523809523,0.0,0.0,0.09523809523809523,0.0,0.6190476190476191,0.0,0.09523809523809523,0.0,0.14285714285714285
2001,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.034482758620689655,0.06896551724137931,0.5862068965517241,0.034482758620689655,0.1724137931034483,0.0,0.1724137931034483
2001,97,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.058823529411764705,0.08823529411764706,0.0,0.0,0.058823529411764705,0.0,0.6176470588235294,0.029411764705882353,0.08823529411764706,0.0,0.14705882352941177
2001,98,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.037037037037037035,0.0,0.0,0.1111111111111111,0.0,0.6296296296296297,0.037037037037037035,0.07407407407407407,0.0,0.14814814814814814
2001,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.04878048780487805,0.0,0.0,0.0975609756097561,0.0,0.6097560975609756,0.04878048780487805,0.17073170731707318,0.0,0.1951219512195122
2002,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2002,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2002,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2002,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2002,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
2002,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,1.0
2002,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
2002,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,1.0
2002,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.625,0.0,0.75
2002,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0
2002,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,1.0
2002,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,1.0
