drive_id,start_yardline,start_time_left,start_posteam_score,start_defteam_score,drive_result,time_elapsed,posteam_score_change,defteam_score_change,next_drive_start_yardline
2018_07_NYG_ATL_14,75,1131.0,10.0,6.0,FIELD_GOAL,231.0,3.0,0.0,75.0
2018_07_NYG_ATL_15,75,895.0,6.0,13.0,PUNT,107.0,0.0,0.0,65.0
2018_07_NYG_ATL_16,65,781.0,13.0,6.0,TOUCHDOWN,314.0,7.0,0.0,78.0
2018_07_NYG_ATL_17,78,460.0,6.0,20.0,TOUCHDOWN,173.0,6.0,0.0,75.0
2018_07_NYG_ATL_18,75,287.0,20.0,12.0,FIELD_GOAL,167.0,3.0,0.0,72.0
2018_07_NYG_ATL_19,72,109.0,12.0,23.0,TOUCHDOWN,104.0,8.0,0.0,77.0
2018_07_NYG_ATL_20,77,4.0,23.0,20.0,END_GAME,0.0,0.0,0.0,77.0
2018_07_TEN_LAC_1,64,3594.0,0.0,0.0,FIELD_GOAL,307.0,3.0,0.0,75.0
2018_07_TEN_LAC_2,75,3284.0,0.0,3.0,TOUCHDOWN,9.0,7.0,0.0,77.0
2018_07_TEN_LAC_3,77,3270.0,3.0,7.0,PUNT,138.0,0.0,0.0,78.0
2018_07_TEN_LAC_4,78,3115.0,7.0,3.0,FIELD_GOAL,304.0,3.0,0.0,65.0
2018_07_TEN_LAC_5,65,2801.0,3.0,10.0,FIELD_GOAL,226.0,3.0,0.0,82.0
2018_07_TEN_LAC_6,82,2565.0,10.0,6.0,PUNT,174.0,0.0,0.0,95.0
2018_07_TEN_LAC_7,95,2382.0,6.0,10.0,INTERCEPTION,543.0,0.0,0.0,80.0
2018_07_TEN_LAC_8,80,1829.0,10.0,6.0,END_HALF,0.0,0.0,0.0,75.0
2018_07_TEN_LAC_9,75,1800.0,10.0,6.0,TOUCHDOWN,74.0,7.0,0.0,42.0
2018_07_TEN_LAC_10,42,1719.0,6.0,17.0,TOUCHDOWN,236.0,7.0,0.0,75.0
2018_07_TEN_LAC_11,75,1476.0,17.0,13.0,PUNT,231.0,0.0,0.0,81.0
2018_07_TEN_LAC_12,81,1238.0,13.0,17.0,PUNT,91.0,0.0,0.0,66.0
2018_07_TEN_LAC_13,66,1136.0,17.0,13.0,FIELD_GOAL,383.0,3.0,0.0,67.0
2018_07_TEN_LAC_14,67,742.0,13.0,20.0,MISSED_FG,236.0,0.0,0.0,59.0
2018_07_TEN_LAC_15,59,501.0,20.0,13.0,PUNT,202.0,0.0,0.0,89.0
2018_07_TEN_LAC_16,89,295.0,13.0,20.0,TOUCHDOWN,264.0,6.0,0.0,49.0
2018_07_TEN_LAC_17,49,30.0,20.0,19.0,END_GAME,0.0,0.0,0.0,49.0
2018_08_BAL_CAR_1,75,3600.0,0.0,0.0,TOUCHDOWN,430.0,7.0,0.0,75.0
2018_08_BAL_CAR_2,75,3170.0,0.0,7.0,PUNT,190.0,0.0,0.0,99.0
2018_08_BAL_CAR_3,99,2971.0,7.0,0.0,PUNT,90.0,0.0,0.0,54.0
2018_08_BAL_CAR_4,54,2870.0,0.0,7.0,TOUCHDOWN,134.0,7.0,0.0,75.0
2018_08_BAL_CAR_5,75,2736.0,7.0,7.0,FUMBLE,36.0,0.0,0.0,12.0
2018_08_BAL_CAR_6,12,2693.0,7.0,7.0,TOUCHDOWN,88.0,7.0,0.0,75.0
2018_08_BAL_CAR_7,75,2605.0,7.0,14.0,PUNT,206.0,0.0,0.0,99.0
2018_08_BAL_CAR_8,99,2388.0,14.0,7.0,TOUCHDOWN,363.0,7.0,0.0,75.0
2018_08_BAL_CAR_9,75,2025.0,7.0,21.0,INTERCEPTION,159.0,0.0,0.0,71.0
2018_08_BAL_CAR_10,71,1852.0,21.0,7.0,FIELD_GOAL,50.0,3.0,0.0,75.0
2018_08_BAL_CAR_11,75,1800.0,24.0,7.0,PUNT,181.0,0.0,0.0,65.0
2018_08_BAL_CAR_12,65,1607.0,7.0,24.0,DOWNS,82.0,0.0,0.0,54.0
2018_08_BAL_CAR_13,54,1519.0,24.0,7.0,PUNT,130.0,0.0,0.0,92.0
2018_08_BAL_CAR_14,92,1381.0,7.0,24.0,INTERCEPTION,141.0,0.0,0.0,49.0
2018_08_BAL_CAR_15,49,1231.0,24.0,7.0,FIELD_GOAL,148.0,3.0,0.0,75.0
2018_08_BAL_CAR_16,75,1078.0,7.0,27.0,TOUCHDOWN,168.0,7.0,0.0,85.0
2018_08_BAL_CAR_17,85,906.0,27.0,14.0,TOUCHDOWN,314.0,6.0,0.0,75.0
2018_08_BAL_CAR_18,75,592.0,14.0,33.0,PUNT,47.0,0.0,0.0,54.0
2018_08_BAL_CAR_19,54,531.0,33.0,14.0,FIELD_GOAL,337.0,3.0,0.0,64.0
2018_08_BAL_CAR_20,64,183.0,14.0,36.0,TOUCHDOWN,121.0,7.0,0.0,60.0
2018_08_BAL_CAR_21,60,62.0,36.0,21.0,END_GAME,25.0,0.0,0.0,61.0
2018_08_CLE_PIT_1,82,3592.0,0.0,0.0,FIELD_GOAL,337.0,3.0,0.0,89.0
2018_08_CLE_PIT_2,89,3246.0,0.0,3.0,PUNT,125.0,0.0,0.0,60.0
2018_08_CLE_PIT_3,60,3112.0,3.0,0.0,PUNT,35.0,0.0,0.0,62.0
2018_08_CLE_PIT_4,62,3064.0,0.0,3.0,INTERCEPTION,63.0,0.0,0.0,56.0
2018_08_CLE_PIT_5,56,2994.0,3.0,0.0,FIELD_GOAL,136.0,3.0,0.0,75.0
2018_08_CLE_PIT_6,75,2854.0,0.0,6.0,PUNT,118.0,0.0,0.0,46.0
2018_08_CLE_PIT_7,46,2727.0,6.0,0.0,MISSED_FG,114.0,0.0,0.0,69.0
2018_08_CLE_PIT_8,69,2609.0,0.0,6.0,TOUCHDOWN,123.0,7.0,0.0,75.0
2018_08_CLE_PIT_9,75,2486.0,6.0,7.0,INTERCEPTION,241.0,0.0,0.0,87.0
2018_08_CLE_PIT_10,87,2240.0,7.0,6.0,TOUCHDOWN,432.0,7.0,0.0,75.0
2018_08_CLE_PIT_11,75,1808.0,6.0,14.0,END_HALF,0.0,0.0,0.0,75.0
2018_08_CLE_PIT_12,75,1800.0,14.0,6.0,FUMBLE,171.0,0.0,0.0,71.0
2018_08_CLE_PIT_13,71,1618.0,6.0,14.0,PUNT,75.0,0.0,0.0,66.0
2018_08_CLE_PIT_14,66,1533.0,14.0,6.0,PUNT,91.0,0.0,0.0,96.0
2018_08_CLE_PIT_15,96,1432.0,6.0,14.0,SAFETY,39.0,0.0,2.0,24.0
2018_08_CLE_PIT_16,24,1387.0,6.0,16.0,TOUCHDOWN,163.0,6.0,0.0,75.0
2018_08_CLE_PIT_17,75,1224.0,16.0,12.0,TOUCHDOWN,162.0,7.0,0.0,79.0
2018_08_CLE_PIT_18,79,1057.0,12.0,23.0,PUNT,76.0,0.0,0.0,55.0
2018_08_CLE_PIT_19,55,975.0,23.0,12.0,FIELD_GOAL,162.0,3.0,0.0,76.0
2018_08_CLE_PIT_20,76,805.0,12.0,26.0,PUNT,133.0,0.0,0.0,58.0
2018_08_CLE_PIT_21,58,660.0,26.0,12.0,PUNT,81.0,0.0,0.0,92.0
2018_08_CLE_PIT_22,92,572.0,12.0,26.0,PUNT,104.0,0.0,0.0,65.0
2018_08_CLE_PIT_23,65,461.0,26.0,12.0,TOUCHDOWN,337.0,7.0,0.0,75.0
2018_08_CLE_PIT_24,75,124.0,12.0,33.0,TOUCHDOWN,118.0,6.0,0.0,91.0
2018_08_CLE_PIT_25,91,3.0,33.0,18.0,END_GAME,0.0,0.0,0.0,91.0
2018_08_DEN_KC_1,75,3600.0,0.0,0.0,PUNT,77.0,0.0,0.0,63.0
2018_08_DEN_KC_2,63,3512.0,0.0,0.0,PUNT,85.0,0.0,0.0,81.0
2018_08_DEN_KC_3,81,3417.0,0.0,0.0,TOUCHDOWN,257.0,7.0,0.0,63.0
2018_08_DEN_KC_4,63,3153.0,0.0,7.0,FIELD_GOAL,312.0,3.0,0.0,81.0
2018_08_DEN_KC_5,81,2832.0,7.0,3.0,MISSED_FG,326.0,0.0,0.0,55.0
2018_08_DEN_KC_6,55,2501.0,3.0,7.0,TOUCHDOWN,130.0,7.0,0.0,74.0
2018_08_DEN_KC_7,74,2364.0,7.0,10.0,PUNT,193.0,0.0,0.0,92.0
2018_08_DEN_KC_8,92,2118.0,10.0,7.0,TOUCHDOWN,258.0,6.0,0.0,75.0
2018_08_DEN_KC_9,75,1854.0,7.0,16.0,TOUCHDOWN,49.0,7.0,0.0,83.0
2018_08_DEN_KC_11,83,1794.0,16.0,14.0,TOUCHDOWN,278.0,7.0,0.0,81.0
2018_08_DEN_KC_12,81,1512.0,14.0,23.0,PUNT,180.0,0.0,0.0,32.0
2018_08_DEN_KC_13,32,1325.0,23.0,14.0,TOUCHDOWN,113.0,7.0,0.0,75.0
2018_08_DEN_KC_14,75,1212.0,14.0,30.0,TOUCHDOWN,315.0,6.0,0.0,75.0
2018_08_DEN_KC_15,75,897.0,30.0,20.0,INTERCEPTION,23.0,0.0,0.0,61.0
2018_08_DEN_KC_16,61,866.0,20.0,30.0,FUMBLE,124.0,0.0,0.0,54.0
2018_08_DEN_KC_17,54,736.0,30.0,20.0,PUNT,168.0,0.0,0.0,80.0
2018_08_DEN_KC_18,80,560.0,20.0,30.0,INTERCEPTION,72.0,0.0,0.0,55.0
2018_08_DEN_KC_19,55,482.0,30.0,20.0,PUNT,41.0,0.0,0.0,88.0
2018_08_DEN_KC_20,88,430.0,20.0,30.0,PUNT,115.0,0.0,0.0,73.0
2018_08_DEN_KC_21,73,303.0,30.0,20.0,PUNT,51.0,0.0,0.0,64.0
2018_08_DEN_KC_22,64,240.0,20.0,30.0,FIELD_GOAL,128.0,3.0,0.0,37.0
2018_08_DEN_KC_23,37,108.0,30.0,23.0,PUNT,95.0,0.0,0.0,85.0
2018_08_DEN_KC_24,85,4.0,23.0,30.0,END_GAME,0.0,0.0,0.0,85.0
2018_08_GB_LA_1,75,3600.0,0.0,0.0,PUNT,208.0,0.0,0.0,80.0
2018_08_GB_LA_2,80,3386.0,0.0,0.0,PUNT,195.0,0.0,0.0,75.0
2018_08_GB_LA_3,75,3184.0,0.0,0.0,TOUCHDOWN,123.0,7.0,0.0,89.0
2018_08_GB_LA_4,89,3052.0,0.0,7.0,PUNT,150.0,0.0,0.0,68.0
2018_08_GB_LA_5,68,2892.0,7.0,0.0,FIELD_GOAL,229.0,3.0,0.0,75.0
2018_08_GB_LA_6,75,2659.0,0.0,10.0,PUNT,117.0,0.0,0.0,82.0
2018_08_GB_LA_7,82,2534.0,10.0,0.0,PUNT,98.0,0.0,0.0,62.0
2018_08_GB_LA_8,62,2424.0,0.0,10.0,PUNT,179.0,0.0,0.0,96.0
2018_08_GB_LA_9,96,2236.0,10.0,0.0,PUNT,138.0,0.0,0.0,80.0
2018_08_GB_LA_10,80,2089.0,0.0,10.0,PUNT,105.0,0.0,0.0,99.0
2018_08_GB_LA_11,99,1974.0,10.0,0.0,SAFETY,0.0,0.0,2.0,72.0
2018_08_GB_LA_12,72,1960.0,2.0,10.0,TOUCHDOWN,139.0,6.0,0.0,71.0
2018_08_GB_LA_13,71,1813.0,10.0,8.0,END_HALF,0.0,0.0,0.0,80.0
2018_08_GB_LA_14,80,1794.0,8.0,10.0,PUNT,49.0,0.0,0.0,73.0
2018_08_GB_LA_15,73,1737.0,10.0,8.0,FIELD_GOAL,254.0,3.0,0.0,75.0
2018_08_GB_LA_16,75,1478.0,8.0,13.0,TOUCHDOWN,139.0,8.0,0.0,79.0
2018_08_GB_LA_17,79,1332.0,13.0,16.0,PUNT,53.0,0.0,0.0,66.0
2018_08_GB_LA_18,66,1267.0,16.0,13.0,TOUCHDOWN,257.0,7.0,0.0,75.0
2018_08_GB_LA_19,75,1010.0,13.0,23.0,TOUCHDOWN,97.0,7.0,0.0,75.0
2018_08_GB_LA_20,75,913.0,23.0,20.0,FIELD_GOAL,209.0,3.0,0.0,75.0
2018_08_GB_LA_21,75,699.0,20.0,26.0,TOUCHDOWN,169.0,7.0,0.0,73.0
2018_08_GB_LA_22,73,524.0,26.0,27.0,PUNT,106.0,0.0,0.0,79.0
2018_08_GB_LA_23,79,409.0,27.0,26.0,PUNT,79.0,0.0,0.0,40.0
2018_08_GB_LA_24,40,320.0,26.0,27.0,FIELD_GOAL,191.0,3.0,0.0,21.0
2018_08_GB_LA_26,21,116.0,29.0,27.0,END_GAME,97.0,0.0,0.0,4.0
2018_08_IND_OAK_1,75,3596.0,0.0,0.0,TOUCHDOWN,395.0,7.0,0.0,75.0
2018_08_IND_OAK_2,75,3201.0,0.0,7.0,PUNT,52.0,0.0,0.0,78.0
2018_08_IND_OAK_3,78,3137.0,7.0,0.0,FIELD_GOAL,434.0,3.0,0.0,75.0
2018_08_IND_OAK_4,75,3600.0,0.0,10.0,TOUCHDOWN,1084.0,7.0,0.0,75.0
2018_08_IND_OAK_5,75,2516.0,10.0,7.0,PUNT,66.0,0.0,0.0,79.0
2018_08_IND_OAK_6,79,2441.0,7.0,10.0,TOUCHDOWN,268.0,7.0,0.0,75.0
2018_08_IND_OAK_7,75,2173.0,10.0,14.0,FIELD_GOAL,344.0,3.0,0.0,61.0
2018_08_IND_OAK_8,61,1819.0,14.0,13.0,END_HALF,7.0,0.0,0.0,75.0
2018_08_IND_OAK_9,75,1800.0,14.0,13.0,TOUCHDOWN,311.0,7.0,0.0,75.0
2018_08_IND_OAK_10,75,1489.0,13.0,21.0,TOUCHDOWN,130.0,8.0,0.0,75.0
2018_08_IND_OAK_11,75,1359.0,21.0,21.0,TOUCHDOWN,398.0,7.0,0.0,75.0
2018_08_IND_OAK_12,75,961.0,21.0,28.0,TOUCHDOWN,314.0,7.0,0.0,75.0
2018_08_IND_OAK_13,75,647.0,28.0,28.0,PUNT,77.0,0.0,0.0,57.0
2018_08_IND_OAK_14,57,560.0,28.0,28.0,TOUCHDOWN,232.0,7.0,0.0,75.0
2018_08_IND_OAK_15,75,328.0,28.0,35.0,FUMBLE,0.0,0.0,0.0,27.0
2018_08_IND_OAK_16,27,316.0,35.0,28.0,TOUCHDOWN,141.0,7.0,0.0,75.0
2018_08_IND_OAK_17,75,175.0,28.0,42.0,DOWNS,55.0,0.0,0.0,43.0
2018_08_IND_OAK_18,43,115.0,42.0,28.0,END_GAME,85.0,0.0,0.0,41.0
2018_08_MIA_HOU_1,35,3600.0,0.0,0.0,DOWNS,246.0,0.0,0.0,72.0
2018_08_MIA_HOU_2,72,3349.0,0.0,0.0,PUNT,68.0,0.0,0.0,69.0
2018_08_MIA_HOU_3,69,3270.0,0.0,0.0,TOUCHDOWN,272.0,7.0,0.0,75.0
2018_08_MIA_HOU_4,75,2998.0,0.0,7.0,TOUCHDOWN,267.0,7.0,0.0,90.0
2018_08_MIA_HOU_5,90,2723.0,7.0,7.0,INTERCEPTION,23.0,0.0,0.0,16.0
2018_08_MIA_HOU_6,16,2690.0,7.0,7.0,TOUCHDOWN,36.0,7.0,0.0,75.0
2018_08_MIA_HOU_7,75,2654.0,7.0,14.0,PUNT,83.0,0.0,0.0,92.0
2018_08_MIA_HOU_8,92,2561.0,14.0,7.0,PUNT,304.0,0.0,0.0,80.0
2018_08_MIA_HOU_9,80,2249.0,7.0,14.0,FIELD_GOAL,268.0,3.0,0.0,75.0
2018_08_MIA_HOU_10,75,1977.0,14.0,10.0,PUNT,71.0,0.0,0.0,76.0
2018_08_MIA_HOU_11,76,1896.0,10.0,14.0,PUNT,68.0,0.0,0.0,86.0
2018_08_MIA_HOU_12,86,1820.0,14.0,10.0,END_HALF,4.0,0.0,0.0,75.0
2018_08_MIA_HOU_13,75,1800.0,14.0,10.0,TOUCHDOWN,206.0,7.0,0.0,75.0
2018_08_MIA_HOU_14,75,1594.0,10.0,21.0,PUNT,153.0,0.0,0.0,83.0
2018_08_MIA_HOU_15,83,1431.0,21.0,10.0,PUNT,116.0,0.0,0.0,51.0
2018_08_MIA_HOU_16,51,1301.0,10.0,21.0,TOUCHDOWN,106.0,7.0,0.0,75.0
2018_08_MIA_HOU_17,75,1195.0,21.0,17.0,TOUCHDOWN,34.0,7.0,0.0,75.0
2018_08_MIA_HOU_18,75,1161.0,17.0,28.0,FIELD_GOAL,222.0,3.0,0.0,49.0
2018_08_MIA_HOU_19,49,935.0,28.0,20.0,TOUCHDOWN,46.0,7.0,0.0,74.0
2018_08_MIA_HOU_20,74,878.0,20.0,35.0,FIELD_GOAL,188.0,3.0,0.0,75.0
2018_08_MIA_HOU_21,75,686.0,35.0,23.0,TOUCHDOWN,232.0,7.0,0.0,72.0
2018_08_MIA_HOU_22,72,446.0,23.0,42.0,PUNT,80.0,0.0,0.0,71.0
2018_08_MIA_HOU_23,71,353.0,42.0,23.0,PUNT,279.0,0.0,0.0,89.0
2018_08_MIA_HOU_24,89,66.0,23.0,42.0,END_GAME,49.0,0.0,0.0,72.0
2018_08_NE_BUF_1,75,3600.0,0.0,0.0,PUNT,126.0,0.0,0.0,68.0
2018_08_NE_BUF_2,68,3463.0,0.0,0.0,PUNT,155.0,0.0,0.0,80.0
2018_08_NE_BUF_3,80,3301.0,0.0,0.0,FIELD_GOAL,312.0,3.0,0.0,78.0
2018_08_NE_BUF_4,78,2983.0,0.0,3.0,PUNT,174.0,0.0,0.0,80.0
2018_08_NE_BUF_5,80,2800.0,3.0,0.0,FIELD_GOAL,289.0,3.0,0.0,35.0
2018_08_NE_BUF_6,35,2507.0,0.0,6.0,PUNT,87.0,0.0,0.0,62.0
2018_08_NE_BUF_7,62,2409.0,6.0,0.0,FIELD_GOAL,263.0,3.0,0.0,75.0
2018_08_NE_BUF_8,75,2142.0,0.0,9.0,FIELD_GOAL,238.0,3.0,0.0,75.0
2018_08_NE_BUF_9,75,1893.0,9.0,3.0,MISSED_FG,83.0,0.0,0.0,60.0
2018_08_NE_BUF_10,60,1805.0,3.0,9.0,END_HALF,0.0,0.0,0.0,89.0
2018_08_NE_BUF_11,89,1793.0,3.0,9.0,PUNT,207.0,0.0,0.0,95.0
2018_08_NE_BUF_12,95,1575.0,9.0,3.0,PUNT,106.0,0.0,0.0,35.0
2018_08_NE_BUF_13,35,1456.0,3.0,9.0,FIELD_GOAL,94.0,3.0,0.0,75.0
2018_08_NE_BUF_14,75,1359.0,9.0,6.0,PUNT,229.0,0.0,0.0,80.0
2018_08_NE_BUF_15,80,1122.0,6.0,9.0,FUMBLE,38.0,0.0,0.0,29.0
2018_08_NE_BUF_16,29,1075.0,9.0,6.0,FIELD_GOAL,49.0,3.0,0.0,75.0
2018_08_NE_BUF_17,75,1023.0,6.0,12.0,PUNT,127.0,0.0,0.0,85.0
2018_08_NE_BUF_18,85,888.0,12.0,6.0,TOUCHDOWN,290.0,6.0,0.0,75.0
2018_08_NE_BUF_19,75,598.0,6.0,18.0,INTERCEPTION,229.0,0.0,6.0,75.0
2018_08_NE_BUF_20,75,354.0,6.0,25.0,DOWNS,119.0,0.0,0.0,68.0
2018_08_NE_BUF_21,68,232.0,25.0,6.0,PUNT,52.0,0.0,0.0,70.0
2018_08_NE_BUF_22,70,174.0,6.0,25.0,DOWNS,116.0,0.0,0.0,66.0
2018_08_NE_BUF_23,66,48.0,25.0,6.0,END_GAME,24.0,0.0,0.0,67.0
2018_08_NO_MIN_1,81,3594.0,0.0,0.0,TOUCHDOWN,261.0,7.0,0.0,91.0
2018_08_NO_MIN_2,91,3327.0,0.0,7.0,TOUCHDOWN,431.0,7.0,0.0,75.0
2018_08_NO_MIN_3,75,2896.0,7.0,7.0,PUNT,124.0,0.0,0.0,80.0
2018_08_NO_MIN_4,80,2762.0,7.0,7.0,TOUCHDOWN,245.0,6.0,0.0,67.0
2018_08_NO_MIN_5,67,2513.0,7.0,13.0,FIELD_GOAL,261.0,3.0,0.0,75.0
2018_08_NO_MIN_6,75,2247.0,13.0,10.0,PUNT,174.0,0.0,0.0,67.0
2018_08_NO_MIN_7,67,2061.0,10.0,13.0,INTERCEPTION,74.0,0.0,0.0,67.0
2018_08_NO_MIN_8,67,1983.0,13.0,10.0,FUMBLE,112.0,0.0,0.0,18.0
2018_08_NO_MIN_9,18,1857.0,10.0,13.0,TOUCHDOWN,27.0,7.0,0.0,75.0
2018_08_NO_MIN_10,75,1830.0,13.0,17.0,END_HALF,0.0,0.0,0.0,75.0
2018_08_NO_MIN_11,75,1800.0,13.0,17.0,DOWNS,147.0,0.0,0.0,45.0
2018_08_NO_MIN_12,45,1648.0,17.0,13.0,FIELD_GOAL,246.0,3.0,0.0,75.0
2018_08_NO_MIN_13,75,1399.0,13.0,20.0,INTERCEPTION,131.0,0.0,6.0,80.0
2018_08_NO_MIN_14,80,1253.0,13.0,27.0,PUNT,176.0,0.0,0.0,84.0
2018_08_NO_MIN_15,84,1070.0,27.0,13.0,FIELD_GOAL,491.0,3.0,0.0,75.0
2018_08_NO_MIN_16,75,575.0,13.0,30.0,TOUCHDOWN,309.0,7.0,0.0,57.0
2018_08_NO_MIN_17,57,266.0,30.0,20.0,PUNT,191.0,0.0,0.0,91.0
2018_08_NO_MIN_18,91,69.0,20.0,30.0,END_GAME,63.0,0.0,0.0,46.0
2018_08_NYJ_CHI_1,75,3600.0,0.0,0.0,PUNT,110.0,0.0,0.0,70.0
2018_08_NYJ_CHI_2,70,3482.0,0.0,0.0,MISSED_FG,299.0,0.0,0.0,70.0
2018_08_NYJ_CHI_3,70,3179.0,0.0,0.0,PUNT,86.0,0.0,0.0,88.0
2018_08_NYJ_CHI_4,88,3080.0,0.0,0.0,TOUCHDOWN,56.0,7.0,0.0,75.0
2018_08_NYJ_CHI_5,75,3024.0,0.0,7.0,FIELD_GOAL,501.0,3.0,0.0,75.0
2018_08_NYJ_CHI_6,75,2519.0,7.0,3.0,PUNT,212.0,0.0,0.0,87.0
2018_08_NYJ_CHI_7,87,2301.0,3.0,7.0,PUNT,169.0,0.0,0.0,65.0
2018_08_NYJ_CHI_8,65,2125.0,7.0,3.0,PUNT,55.0,0.0,0.0,76.0
2018_08_NYJ_CHI_9,76,2059.0,3.0,7.0,PUNT,94.0,0.0,0.0,71.0
2018_08_NYJ_CHI_10,71,1955.0,7.0,3.0,PUNT,122.0,0.0,0.0,80.0
2018_08_NYJ_CHI_11,80,1824.0,3.0,7.0,PUNT,18.0,0.0,0.0,75.0
2018_08_NYJ_CHI_12,75,1800.0,7.0,3.0,PUNT,173.0,0.0,0.0,80.0
2018_08_NYJ_CHI_13,80,1618.0,3.0,7.0,PUNT,50.0,0.0,0.0,55.0
2018_08_NYJ_CHI_14,55,1554.0,7.0,3.0,TOUCHDOWN,221.0,7.0,0.0,75.0
2018_08_NYJ_CHI_15,75,1333.0,3.0,14.0,PUNT,94.0,0.0,0.0,50.0
2018_08_NYJ_CHI_16,50,1228.0,14.0,3.0,FIELD_GOAL,328.0,3.0,0.0,75.0
2018_08_NYJ_CHI_17,75,896.0,3.0,17.0,TOUCHDOWN,226.0,7.0,0.0,79.0
2018_08_NYJ_CHI_18,79,663.0,17.0,10.0,TOUCHDOWN,235.0,7.0,0.0,75.0
2018_08_NYJ_CHI_19,75,428.0,10.0,24.0,PUNT,91.0,0.0,0.0,87.0
2018_08_NYJ_CHI_20,87,326.0,24.0,10.0,PUNT,206.0,0.0,0.0,90.0
2018_08_NYJ_CHI_21,90,113.0,10.0,24.0,END_GAME,93.0,0.0,0.0,53.0
2018_08_PHI_JAX_1,75,3600.0,0.0,0.0,FUMBLE,172.0,0.0,0.0,72.0
2018_08_PHI_JAX_2,72,3415.0,0.0,0.0,FIELD_GOAL,299.0,3.0,0.0,86.0
2018_08_PHI_JAX_3,86,3105.0,0.0,3.0,INTERCEPTION,312.0,0.0,0.0,80.0
2018_08_PHI_JAX_4,80,2787.0,3.0,0.0,PUNT,87.0,0.0,0.0,77.0
2018_08_PHI_JAX_5,77,2688.0,0.0,3.0,FIELD_GOAL,422.0,3.0,0.0,75.0
2018_08_PHI_JAX_6,75,2263.0,3.0,3.0,FIELD_GOAL,295.0,3.0,0.0,88.0
2018_08_PHI_JAX_7,88,1963.0,3.0,6.0,PUNT,49.0,0.0,0.0,58.0
2018_08_PHI_JAX_8,58,1904.0,6.0,3.0,FUMBLE,4.0,0.0,0.0,44.0
2018_08_PHI_JAX_9,44,1889.0,3.0,6.0,TOUCHDOWN,60.0,7.0,0.0,75.0
2018_08_PHI_JAX_10,75,1824.0,6.0,10.0,END_HALF,0.0,0.0,0.0,75.0
2018_08_PHI_JAX_11,75,1800.0,6.0,10.0,PUNT,72.0,0.0,0.0,95.0
2018_08_PHI_JAX_12,95,1719.0,10.0,6.0,TOUCHDOWN,300.0,7.0,0.0,75.0
2018_08_PHI_JAX_13,75,1418.0,6.0,17.0,TOUCHDOWN,245.0,6.0,0.0,75.0
2018_08_PHI_JAX_14,75,1173.0,17.0,12.0,PUNT,71.0,0.0,0.0,52.0
2018_08_PHI_JAX_15,52,1087.0,12.0,17.0,FIELD_GOAL,293.0,3.0,0.0,75.0
2018_08_PHI_JAX_16,75,790.0,17.0,15.0,TOUCHDOWN,195.0,7.0,0.0,75.0
2018_08_PHI_JAX_17,75,595.0,15.0,24.0,FIELD_GOAL,175.0,3.0,0.0,68.0
2018_08_PHI_JAX_18,68,412.0,24.0,18.0,PUNT,98.0,0.0,0.0,73.0
2018_08_PHI_JAX_19,73,308.0,18.0,24.0,DOWNS,87.0,0.0,0.0,48.0
2018_08_PHI_JAX_20,48,216.0,24.0,18.0,END_GAME,176.0,0.0,0.0,26.0
2018_08_SEA_DET_1,83,3595.0,0.0,0.0,PUNT,336.0,0.0,0.0,91.0
2018_08_SEA_DET_2,91,3248.0,0.0,0.0,TOUCHDOWN,413.0,7.0,0.0,75.0
2018_08_SEA_DET_3,75,2835.0,0.0,7.0,TOUCHDOWN,180.0,7.0,0.0,34.0
2018_08_SEA_DET_5,34,2644.0,7.0,7.0,TOUCHDOWN,82.0,7.0,0.0,92.0
2018_08_SEA_DET_6,92,2556.0,7.0,14.0,PUNT,163.0,0.0,0.0,80.0
2018_08_SEA_DET_7,80,2384.0,14.0,7.0,TOUCHDOWN,436.0,7.0,0.0,75.0
2018_08_SEA_DET_8,75,1948.0,7.0,21.0,PUNT,63.0,0.0,0.0,93.0
2018_08_SEA_DET_9,93,1874.0,21.0,7.0,END_HALF,39.0,0.0,0.0,75.0
2018_08_SEA_DET_10,75,1800.0,7.0,21.0,PUNT,146.0,0.0,0.0,74.0
2018_08_SEA_DET_11,74,1643.0,21.0,7.0,DOWNS,279.0,0.0,0.0,99.0
2018_08_SEA_DET_12,99,1356.0,7.0,21.0,PUNT,253.0,0.0,0.0,75.0
2018_08_SEA_DET_13,75,1096.0,21.0,7.0,TOUCHDOWN,233.0,7.0,0.0,85.0
2018_08_SEA_DET_14,85,854.0,7.0,28.0,TOUCHDOWN,214.0,7.0,0.0,75.0
2018_08_SEA_DET_15,75,640.0,28.0,14.0,PUNT,123.0,0.0,0.0,79.0
2018_08_SEA_DET_16,79,507.0,14.0,28.0,FUMBLE,74.0,0.0,0.0,54.0
2018_08_SEA_DET_17,54,420.0,28.0,14.0,PUNT,126.0,0.0,0.0,91.0
2018_08_SEA_DET_18,91,284.0,14.0,28.0,INTERCEPTION,93.0,0.0,0.0,99.0
2018_08_SEA_DET_19,99,188.0,28.0,14.0,PUNT,171.0,0.0,0.0,78.0
2018_08_SEA_DET_20,78,6.0,14.0,28.0,END_GAME,0.0,0.0,0.0,78.0
2018_08_SF_ARI_1,80,3594.0,0.0,0.0,PUNT,116.0,0.0,0.0,64.0
2018_08_SF_ARI_2,64,3470.0,0.0,0.0,PUNT,85.0,0.0,0.0,75.0
2018_08_SF_ARI_3,75,3374.0,0.0,0.0,PUNT,363.0,0.0,0.0,95.0
