game_id,play_id,return_touchdown,starting_field_position
2025_03_LA_PHI,40.0,0.0,77.0
2025_03_LA_PHI,420.0,0.0,70.0
2025_03_LA_PHI,654.0,0.0,80.0
2025_03_LA_PHI,888.0,0.0,81.0
2025_03_LA_PHI,1378.0,0.0,91.0
2025_03_LA_PHI,1736.0,0.0,86.0
2025_03_LA_PHI,2023.0,0.0,65.0
2025_03_LA_PHI,2089.0,0.0,90.0
2025_03_LA_PHI,2222.0,0.0,79.0
2025_03_LA_PHI,2439.0,0.0,69.0
2025_03_LA_PHI,2965.0,0.0,70.0
2025_03_LA_PHI,4108.0,0.0,70.0
2025_03_LV_WAS,41.0,0.0,27.0
2025_03_LV_WAS,192.0,0.0,60.0
2025_03_LV_WAS,373.0,0.0,71.0
2025_03_LV_WAS,1321.0,0.0,80.0
2025_03_LV_WAS,1654.0,0.0,65.0
2025_03_LV_WAS,1747.0,0.0,70.0
2025_03_LV_WAS,2137.0,0.0,70.0
2025_03_LV_WAS,2538.0,0.0,81.0
2025_03_LV_WAS,2925.0,0.0,70.0
2025_03_LV_WAS,3344.0,0.0,71.0
2025_03_LV_WAS,4039.0,0.0,46.0
2025_03_LV_WAS,4156.0,0.0,70.0
2025_03_MIA_BUF,40.0,0.0,47.0
2025_03_MIA_BUF,382.0,0.0,85.0
2025_03_MIA_BUF,642.0,0.0,85.0
2025_03_MIA_BUF,1073.0,0.0,74.0
2025_03_MIA_BUF,1933.0,0.0,70.0
2025_03_MIA_BUF,1998.0,0.0,61.0
2025_03_MIA_BUF,2309.0,0.0,71.0
2025_03_MIA_BUF,3181.0,0.0,65.0
2025_03_MIA_BUF,3467.0,0.0,63.0
2025_03_MIA_BUF,3947.0,0.0,65.0
2025_03_NO_SEA,39.0,0.0,69.0
2025_03_NO_SEA,382.0,0.0,71.0
2025_03_NO_SEA,578.0,0.0,68.0
2025_03_NO_SEA,915.0,0.0,74.0
2025_03_NO_SEA,1396.0,0.0,38.0
2025_03_NO_SEA,1519.0,0.0,72.0
2025_03_NO_SEA,1783.0,0.0,75.0
2025_03_NO_SEA,2351.0,0.0,74.0
2025_03_NO_SEA,2629.0,0.0,65.0
2025_03_NO_SEA,2907.0,0.0,76.0
2025_03_NO_SEA,3320.0,0.0,80.0
2025_03_NO_SEA,3685.0,0.0,65.0
2025_03_NYJ_TB,41.0,0.0,71.0
2025_03_NYJ_TB,439.0,0.0,68.0
2025_03_NYJ_TB,916.0,0.0,63.0
2025_03_NYJ_TB,1151.0,0.0,77.0
2025_03_NYJ_TB,1388.0,0.0,65.0
2025_03_NYJ_TB,2194.0,0.0,65.0
2025_03_NYJ_TB,2515.0,0.0,68.0
2025_03_NYJ_TB,2580.0,0.0,77.0
2025_03_NYJ_TB,3033.0,0.0,72.0
2025_03_NYJ_TB,3729.0,0.0,73.0
2025_03_NYJ_TB,3994.0,0.0,73.0
2025_03_NYJ_TB,4443.0,0.0,65.0
2025_03_NYJ_TB,4680.0,0.0,66.0
2025_03_PIT_NE,40.0,0.0,73.0
2025_03_PIT_NE,441.0,0.0,72.0
2025_03_PIT_NE,1096.0,0.0,77.0
2025_03_PIT_NE,1412.0,0.0,66.0
2025_03_PIT_NE,2182.0,0.0,65.0
2025_03_PIT_NE,3087.0,0.0,65.0
2025_03_PIT_NE,3786.0,0.0,74.0
2025_04_BAL_KC,39.0,0.0,70.0
2025_04_BAL_KC,291.0,0.0,68.0
2025_04_BAL_KC,577.0,0.0,74.0
2025_04_BAL_KC,1194.0,0.0,85.0
2025_04_BAL_KC,1566.0,0.0,68.0
2025_04_BAL_KC,1908.0,0.0,65.0
2025_04_BAL_KC,2411.0,0.0,65.0
2025_04_BAL_KC,2638.0,0.0,70.0
2025_04_BAL_KC,2866.0,0.0,51.0
2025_04_BAL_KC,3221.0,0.0,84.0
2025_04_BAL_KC,3534.0,0.0,69.0
2025_04_BAL_KC,4175.0,0.0,78.0
2025_04_CAR_NE,40.0,0.0,76.0
2025_04_CAR_NE,294.0,0.0,65.0
2025_04_CAR_NE,667.0,0.0,59.0
2025_04_CAR_NE,1053.0,0.0,67.0
2025_04_CAR_NE,1614.0,0.0,75.0
2025_04_CAR_NE,1891.0,0.0,68.0
2025_04_CAR_NE,2262.0,0.0,78.0
2025_04_CAR_NE,2548.0,0.0,68.0
2025_04_CAR_NE,3260.0,0.0,65.0
2025_04_CAR_NE,3967.0,0.0,69.0
2025_04_CHI_LV,40.0,0.0,71.0
2025_04_CHI_LV,917.0,0.0,69.0
2025_04_CHI_LV,1555.0,0.0,64.0
2025_04_CHI_LV,1618.0,0.0,71.0
2025_04_CHI_LV,1875.0,0.0,85.0
2025_04_CHI_LV,2031.0,0.0,73.0
2025_04_CHI_LV,2327.0,0.0,80.0
2025_04_CHI_LV,2622.0,0.0,68.0
2025_04_CHI_LV,3160.0,0.0,74.0
2025_04_CHI_LV,3400.0,0.0,69.0
2025_04_CHI_LV,3742.0,0.0,58.0
2025_04_CIN_DEN,40.0,0.0,70.0
2025_04_CIN_DEN,388.0,0.0,70.0
2025_04_CIN_DEN,940.0,0.0,65.0
2025_04_CIN_DEN,1543.0,0.0,86.0
2025_04_CIN_DEN,2532.0,0.0,65.0
2025_04_CIN_DEN,2591.0,0.0,70.0
2025_04_CIN_DEN,4039.0,0.0,65.0
2025_04_CLE_DET,40.0,0.0,69.0
2025_04_CLE_DET,555.0,0.0,65.0
2025_04_CLE_DET,766.0,0.0,77.0
2025_04_CLE_DET,1043.0,0.0,65.0
2025_04_CLE_DET,1818.0,0.0,67.0
2025_04_CLE_DET,2197.0,0.0,69.0
2025_04_CLE_DET,2263.0,0.0,72.0
2025_04_CLE_DET,2904.0,0.0,63.0
2025_04_CLE_DET,3544.0,0.0,65.0
2025_04_CLE_DET,4175.0,0.0,65.0
2025_04_GB_DAL,39.0,0.0,69.0
2025_04_GB_DAL,302.0,0.0,72.0
2025_04_GB_DAL,1194.0,0.0,88.0
2025_04_GB_DAL,1876.0,0.0,80.0
2025_04_GB_DAL,2139.0,0.0,70.0
2025_04_GB_DAL,2695.0,0.0,80.0
2025_04_GB_DAL,3053.0,0.0,70.0
2025_04_GB_DAL,3310.0,0.0,77.0
2025_04_GB_DAL,3713.0,0.0,80.0
2025_04_GB_DAL,4081.0,0.0,54.0
2025_04_GB_DAL,4223.0,0.0,74.0
2025_04_GB_DAL,4471.0,0.0,80.0
2025_04_GB_DAL,4756.0,0.0,80.0
2025_04_IND_LA,39.0,0.0,74.0
2025_04_IND_LA,486.0,0.0,52.0
2025_04_IND_LA,709.0,0.0,74.0
2025_04_IND_LA,1174.0,0.0,76.0
