game_id,play_id,season,return_touchdown,starting_field_position,time_elapsed
2001_04_CIN_PIT,3203.0,2001,0.0,62.0,12.0
2001_04_CIN_PIT,3436.0,2001,0.0,85.0,6.0
2001_04_DAL_OAK,35.0,2001,0.0,89.0,13.0
2001_04_DAL_OAK,480.0,2001,0.0,80.0,6.0
2001_04_DAL_OAK,1049.0,2001,0.0,40.0,10.0
2001_04_DAL_OAK,1118.0,2001,0.0,75.0,9.0
2001_04_DAL_OAK,1310.0,2001,0.0,77.0,10.0
2001_04_DAL_OAK,2043.0,2001,0.0,72.0,10.0
2001_04_DAL_OAK,2502.0,2001,0.0,64.0,8.0
2001_04_DAL_OAK,2780.0,2001,0.0,70.0,11.0
2001_04_DAL_OAK,3745.0,2001,0.0,39.0,0.0
2001_04_GB_TB,35.0,2001,0.0,79.0,0.0
2001_04_GB_TB,761.0,2001,0.0,80.0,0.0
2001_04_GB_TB,1208.0,2001,0.0,52.0,0.0
2001_04_GB_TB,1710.0,2001,0.0,80.0,0.0
2001_04_GB_TB,2186.0,2001,0.0,89.0,0.0
2001_04_GB_TB,2789.0,2001,0.0,80.0,0.0
2001_04_JAX_SEA,44.0,2001,0.0,77.0,9.0
2001_04_JAX_SEA,326.0,2001,0.0,71.0,11.0
2001_04_JAX_SEA,556.0,2001,0.0,80.0,6.0
2001_04_JAX_SEA,812.0,2001,0.0,77.0,10.0
2001_04_JAX_SEA,1286.0,2001,0.0,18.0,13.0
2001_04_JAX_SEA,1362.0,2001,0.0,62.0,9.0
2001_04_JAX_SEA,1542.0,2001,0.0,70.0,10.0
2001_04_JAX_SEA,1953.0,2001,0.0,80.0,7.0
2001_04_JAX_SEA,2376.0,2001,0.0,83.0,8.0
2001_04_JAX_SEA,3293.0,2001,0.0,73.0,9.0
